43.084623829 -89.368489166 -69.9351467554914
43.084497819 -89.368478646 -70.74891710970947
43.084513793 -89.368528576 -70.95375191777875
43.084613865 -89.368526952 -69.42315713740594
43.084537534 -89.368527764 -69.35860184016421
43.084686870 -89.369654906 -62.96676444504834
43.076293003 -89.381987530 -70.80477969639747
43.075062980 -89.385770628 -61.297872611173894
43.073771485 -89.383414283 -72.36836312202716
43.073724459 -89.383436459 -71.19971732326837
43.074100613 -89.382918036 -66.4469311778321
43.075907402 -89.384633713 -66.9450594380788
43.074826809 -89.387666482 -68.62609586233859
43.074263068 -89.392469689 -68.2663469589254
43.073319836 -89.401824712 -70.55945112052986
43.073427386 -89.410871492 -61.273827218534905
43.073502860 -89.433461965 -51.564264891526186
43.075364406 -89.442004099 -52.8004362399692
43.075458638 -89.451677542 -46.145514846049444
43.076623952 -89.468097282 -58.524673595870986
43.084217283 -89.477365546 -58.40228636713756
43.094008128 -89.485608739 -47.40541294239022
43.105887032 -89.483936034 -60.300631731716614
43.112468071 -89.471607757 -65.37900722159836
43.110087830 -89.475560168 -57.57955157910142
43.104430820 -89.493359124 -60.604203538119506
43.111498197 -89.508758065 -58.85763996560283
43.105890917 -89.509871214 -58.560611843345
43.105905804 -89.503531746 -56.18196340712461
43.102149254 -89.493070726 -63.11906258211168
43.097030316 -89.501024116 -53.63400220019586
43.087967356 -89.502411589 -53.64343824066738
43.094362041 -89.509422648 -65.15398478755208
43.090352054 -89.519599841 -57.496292929468204
43.090894312 -89.524642994 -53.49622032316488
43.090889282 -89.524606559 -54.11770486904801
43.090903328 -89.524619044 -56.6297354073849
43.090896755 -89.524619044 -54.79443457082496
43.090927822 -89.524594074 -53.90765489378238
43.095533619 -89.523538906 -52.75513231305939
43.098343302 -89.523061882 -51.79505195027299
43.096681527 -89.517694364 -59.69837536158516
43.101361723 -89.504010868 -56.69211399078479
43.105024498 -89.511106737 -63.11774125020355
43.108400274 -89.510084442 -52.917092721899685
43.108662719 -89.501286647 -57.95905112775786
43.104504237 -89.493518920 -59.29746871551253
43.106777288 -89.482036978 -62.9695138929526
43.112926850 -89.471591620 -63.166216087780775
43.109949628 -89.475758185 -54.02484486877901
43.104644404 -89.486796142 -46.75596258877932
43.092567202 -89.485632598 -54.49811168315523
43.084619337 -89.477975608 -67.28351281360419
43.077291362 -89.469539952 -66.20203515480092
43.075250462 -89.456076838 -63.09959950519419
43.075140149 -89.443944812 -61.19512823535062
43.073438686 -89.433866996 -53.252237540139234
43.073603458 -89.412918271 -59.56730302709012
43.072129425 -89.402191895 -63.22728063007229
43.072108581 -89.394012212 -62.744410117450215
43.072777735 -89.392961905 -60.355669371198466
43.073623375 -89.391847974 -63.07029558099263
43.074862525 -89.386987152 -63.78000705920623
43.073587861 -89.384754479 -65.65523618268075
43.075808971 -89.383416244 -64.57216555669287
43.074771888 -89.387490136 -63.87221877830662
43.074839113 -89.391222890 -68.47427330881945
43.073278950 -89.398766151 -66.14905430529528
43.073412879 -89.408721961 -55.03424562327474
43.073164222 -89.414015475 -60.534020341452354
43.066135412 -89.415384135 -57.15177293552546
43.059916977 -89.424833825 -61.354783860846005
43.052570605 -89.435850374 -61.72525034631815
43.050171962 -89.450885946 -50.41574205004487
43.050041782 -89.469151412 -41.60174941074806
43.046380955 -89.481911173 -52.48822911443084
43.046371547 -89.487140678 -49.55533185776513
43.046404327 -89.487116134 -50.9796840302506
43.046368728 -89.487188997 -51.86290623330702
43.039604249 -89.485846050 -41.95373596598493
43.031994598 -89.485627830 -52.84361324412403
43.038631044 -89.492885806 -60.22632757356835
43.039044941 -89.502121826 -56.55812923793047
43.046259531 -89.498284368 -46.57580660129254
43.046369375 -89.483139033 -39.39092423025251
43.049695165 -89.473328189 -45.41081544457006
43.050065499 -89.471264240 -49.3531091381856
43.050048383 -89.470969016 -34.57410708218673
43.050365067 -89.449448979 -58.15107827646537
43.053112426 -89.434875465 -55.22948279115768
43.059485793 -89.425451249 -60.64089448237547
43.064201212 -89.418226027 -55.77576129586396
43.069264149 -89.413904695 -52.74539593204017
43.073426158 -89.412775096 -60.22202526345968
43.073367456 -89.411888740 -59.0340053480896
43.072192794 -89.405161517 -65.5570358326695
43.072093200 -89.397598642 -61.575481133996576
43.072845191 -89.392850110 -62.3028743899475
43.074714036 -89.386779617 -59.726137873694384
43.074128262 -89.385373899 -63.73414951798061
43.075095296 -89.382526457 -63.50037508318068
43.075601582 -89.384830814 -59.82912709026577
43.073819523 -89.383251507 -60.84801088905329
43.071849548 -89.382326803 -63.47763072083567
